form	lemmaId	lemma	linkType	pos	via	note
vlair	blair.np	Blair	mutation	np. personal	Blair	generated-lenition
mlair	blair.np	Blair	mutation	np. personal	Blair	generated-eclipsis
boaz	boaz.np	Boaz	self	np. personal	Boaz	
voaz	boaz.np	Boaz	mutation	np. personal	Boaz	generated-lenition
moaz	boaz.np	Boaz	mutation	np. personal	Boaz	generated-eclipsis
bob	bob.np	Bob	self	np. other	Bob	
vob	bob.np	Bob	mutation	np. other	Bob	generated-lenition
mob	bob.np	Bob	mutation	np. other	Bob	generated-eclipsis
bobbie	bobbie.np	Bobbie	self	np. other	Bobbie	
vobbie	bobbie.np	Bobbie	mutation	np. other	Bobbie	generated-lenition
mobbie	bobbie.np	Bobbie	mutation	np. other	Bobbie	generated-eclipsis
boeryn	boeryn.np	Boeryn	self	np. ethnonym	Boeryn	
voeryn	boeryn.np	Boeryn	mutation	np. ethnonym	Boeryn	generated-lenition
moeryn	boeryn.np	Boeryn	mutation	np. ethnonym	Boeryn	generated-eclipsis
booz	booz.np	Booz	self	np. other	Booz	
vooz	booz.np	Booz	mutation	np. other	Booz	generated-lenition
mooz	booz.np	Booz	mutation	np. other	Booz	generated-eclipsis
borth	borth.np	Borth	self	np. other	Borth	
vorth	borth.np	Borth	mutation	np. other	Borth	generated-lenition
morth	borth.np	Borth	mutation	np. other	Borth	generated-eclipsis
boru	boru.np	Boru	self	np. other	Boru	
voru	boru.np	Boru	mutation	np. other	Boru	generated-lenition
moru	boru.np	Boru	mutation	np. other	Boru	generated-eclipsis
bozrah	bozrah.np	Bozrah	self	np. other	Bozrah	
vozrah	bozrah.np	Bozrah	mutation	np. other	Bozrah	generated-lenition
mozrah	bozrah.np	Bozrah	mutation	np. other	Bozrah	generated-eclipsis
bradda	bradda.np	Bradda	self	np. place	Bradda	
vradda	bradda.np	Bradda	mutation	np. place	Bradda	generated-lenition
mradda	bradda.np	Bradda	mutation	np. place	Bradda	generated-eclipsis
breean	breean.np	Breean	self	np. other	Breean	
vreean	breean.np	Breean	mutation	np. other	Breean	generated-lenition
mreean	breean.np	Breean	mutation	np. other	Breean	generated-eclipsis
breejey	breejey.np	Breejey	self	np. other	Breejey	
vreejey	breejey.np	Breejey	mutation	np. other	Breejey	generated-lenition
mreejey	breejey.np	Breejey	mutation	np. other	Breejey	generated-eclipsis
breizh	breizh.np	Breizh	self	np. other	Breizh	
vreizh	breizh.np	Breizh	mutation	np. other	Breizh	generated-lenition
mreizh	breizh.np	Breizh	mutation	np. other	Breizh	generated-eclipsis
bretin	bretyn.n	Bretyn	variant	np. place	Bretin	
vretin	bretyn.n	Bretyn	mutation	np. place	Bretin	generated-lenition
mretin	bretyn.n	Bretyn	mutation	np. place	Bretin	generated-eclipsis
bretnisheyryn	bretnisheyryn.np	Bretnisheyryn	self	np. ethnonym	Bretnisheyryn	
vretnisheyryn	bretnisheyryn.np	Bretnisheyryn	mutation	np. ethnonym	Bretnisheyryn	generated-lenition
mretnisheyryn	bretnisheyryn.np	Bretnisheyryn	mutation	np. ethnonym	Bretnisheyryn	generated-eclipsis
bretyn	bretyn.n	Bretyn	self	np. place	Bretyn	
vretyn	bretyn.n	Bretyn	mutation	np. place	Bretyn	generated-lenition
mretyn	bretyn.n	Bretyn	mutation	np. place	Bretyn	generated-eclipsis
brewer spinks	brewer-spinks.np	Brewer-Spinks	self	np. other	Brewer-Spinks	
brewerspinks	brewer-spinks.np	Brewer-Spinks	self	np. other	Brewer-Spinks	collapsed
brian	brian.np	Brian	self	np. personal	Brian	
vrian	brian.np	Brian	mutation	np. personal	Brian	generated-lenition
mrian	brian.np	Brian	mutation	np. personal	Brian	generated-eclipsis
bridson	bridson.np	Bridson	self	np. other	Bridson	
vridson	bridson.np	Bridson	mutation	np. other	Bridson	generated-lenition
mridson	bridson.np	Bridson	mutation	np. other	Bridson	generated-eclipsis
britaan	britaan.np	Britaan	self	np. other	Britaan	
vritaan	britaan.np	Britaan	mutation	np. other	Britaan	generated-lenition
mritaan	britaan.np	Britaan	mutation	np. other	Britaan	generated-eclipsis
britaanagh	britaanagh.np	Britaanagh	self	np. ethnonym	Britaanagh	
britaanee	britaanagh.np	Britaanagh	inflected	np. ethnonym	Britaanagh	
vritaanagh	britaanagh.np	Britaanagh	mutation	np. ethnonym	Britaanagh	generated-lenition
mritaanagh	britaanagh.np	Britaanagh	mutation	np. ethnonym	Britaanagh	generated-eclipsis
britaanish	britaanish.np	Britaanish	self	np. language	Britaanish	
vritaanish	britaanish.np	Britaanish	mutation	np. language	Britaanish	generated-lenition
mritaanish	britaanish.np	Britaanish	mutation	np. language	Britaanish	generated-eclipsis
britain	britain.np	Britain	self	np. other	Britain	
vritain	britain.np	Britain	mutation	np. other	Britain	generated-lenition
mritain	britain.np	Britain	mutation	np. other	Britain	generated-eclipsis
british	british.np	British	self	np. language	British	
vritish	british.np	British	mutation	np. language	British	generated-lenition
mritish	british.np	British	mutation	np. language	British	generated-eclipsis
brussels	brussels.np	Brussels	self	np. other	Brussels	
vrussels	brussels.np	Brussels	mutation	np. other	Brussels	generated-lenition
mrussels	brussels.np	Brussels	mutation	np. other	Brussels	generated-eclipsis
buckingham	buckingham.np	Buckingham	self	np. place	Buckingham	
vuckingham	buckingham.np	Buckingham	mutation	np. place	Buckingham	generated-lenition
muckingham	buckingham.np	Buckingham	mutation	np. place	Buckingham	generated-eclipsis
bukki	bukki.np	Bukki	self	np. other	Bukki	
vukki	bukki.np	Bukki	mutation	np. other	Bukki	generated-lenition
mukki	bukki.np	Bukki	mutation	np. other	Bukki	generated-eclipsis
bunneydys	bunneydys.np	Bunneydys	self	np. other	Bunneydys	
vunneydys	bunneydys.np	Bunneydys	mutation	np. other	Bunneydys	generated-lenition
munneydys	bunneydys.np	Bunneydys	mutation	np. other	Bunneydys	generated-eclipsis
burgess	burgess.np	Burgess	self	np. personal	Burgess	
vurgess	burgess.np	Burgess	mutation	np. personal	Burgess	generated-lenition
murgess	burgess.np	Burgess	mutation	np. personal	Burgess	generated-eclipsis
cabballyn	cabballyn.np	Cabballyn	self	np. ethnonym	Cabballyn	
chabballyn	cabballyn.np	Cabballyn	mutation	np. ethnonym	Cabballyn	generated-lenition
gabballyn	cabballyn.np	Cabballyn	mutation	np. ethnonym	Cabballyn	generated-eclipsis
caerdydd	caerdydd.np	Caerdydd	self	np. other	Caerdydd	
chaerdydd	caerdydd.np	Caerdydd	mutation	np. other	Caerdydd	generated-lenition
gaerdydd	caerdydd.np	Caerdydd	mutation	np. other	Caerdydd	generated-eclipsis
caernarfon	caernarfon.np	Caernarfon	self	np. other	Caernarfon	
chaernarfon	caernarfon.np	Caernarfon	mutation	np. other	Caernarfon	generated-lenition
gaernarfon	caernarfon.np	Caernarfon	mutation	np. other	Caernarfon	generated-eclipsis
caesar	caesar.np	Caesar	self	np. personal	Caesar	
chaesar	caesar.np	Caesar	mutation	np. personal	Caesar	generated-lenition
gaesar	caesar.np	Caesar	mutation	np. personal	Caesar	generated-eclipsis
cæsar	caesar.np	Caesar	variant	np. personal	Cæsar	
chæsar	caesar.np	Caesar	mutation	np. personal	Cæsar	generated-lenition
gæsar	caesar.np	Caesar	mutation	np. personal	Cæsar	generated-eclipsis
caiaphas	caiaphas.np	Caiaphas	self	np. personal	Caiaphas	
chaiaphas	caiaphas.np	Caiaphas	mutation	np. personal	Caiaphas	generated-lenition
gaiaphas	caiaphas.np	Caiaphas	mutation	np. personal	Caiaphas	generated-eclipsis
cain	cain.np	Cain	self	np. personal	Cain	
chain	cain.np	Cain	mutation	np. personal	Cain	generated-lenition
gain	cain.np	Cain	mutation	np. personal	Cain	generated-eclipsis
cainan	cainan.np	Cainan	self	np. other	Cainan	
chainan	cainan.np	Cainan	mutation	np. other	Cainan	generated-lenition
gainan	cainan.np	Cainan	mutation	np. other	Cainan	generated-eclipsis
caine	caine.np	Caine	self	np. personal	Caine	
chaine	caine.np	Caine	mutation	np. personal	Caine	generated-lenition
gaine	caine.np	Caine	mutation	np. personal	Caine	generated-eclipsis
cairbre	cairbre.np	Cairbre	self	np. other	Cairbre	
chairbre	cairbre.np	Cairbre	mutation	np. other	Cairbre	generated-lenition
gairbre	cairbre.np	Cairbre	mutation	np. other	Cairbre	generated-eclipsis
calamy	calamy.np	Calamy	self	np. other	Calamy	
chalamy	calamy.np	Calamy	mutation	np. other	Calamy	generated-lenition
galamy	calamy.np	Calamy	mutation	np. other	Calamy	generated-eclipsis
caldea	caldea.np	Caldea	self	np. other	Caldea	
chaldea	caldea.np	Caldea	mutation	np. other	Caldea	generated-lenition
galdea	caldea.np	Caldea	mutation	np. other	Caldea	generated-eclipsis
caldeanee	caldeanee.np	Caldeanee	self	np. ethnonym	Caldeanee	
chaldeanee	caldeanee.np	Caldeanee	mutation	np. ethnonym	Caldeanee	generated-lenition
galdeanee	caldeanee.np	Caldeanee	mutation	np. ethnonym	Caldeanee	generated-eclipsis
caldeeyn	caldeeyn.np	Caldeeyn	self	np. ethnonym	Caldeeyn	
chaldeeyn	caldeeyn.np	Caldeeyn	mutation	np. ethnonym	Caldeeyn	generated-lenition
galdeeyn	caldeeyn.np	Caldeeyn	mutation	np. ethnonym	Caldeeyn	generated-eclipsis
caleb	caleb.np	Caleb	self	np. personal	Caleb	
chaleb	caleb.np	Caleb	mutation	np. personal	Caleb	generated-lenition
galeb	caleb.np	Caleb	mutation	np. personal	Caleb	generated-eclipsis
callister	callister.np	Callister	self	np. other	Callister	
challister	callister.np	Callister	mutation	np. other	Callister	generated-lenition
gallister	callister.np	Callister	mutation	np. other	Callister	generated-eclipsis
calvary	calvary.np	Calvary	self	np. other	Calvary	
chalvary	calvary.np	Calvary	mutation	np. other	Calvary	generated-lenition
galvary	calvary.np	Calvary	mutation	np. other	Calvary	generated-eclipsis
cambridge	cambridge.np	Cambridge	self	np. place	Cambridge	
chambridge	cambridge.np	Cambridge	mutation	np. place	Cambridge	generated-lenition
gambridge	cambridge.np	Cambridge	mutation	np. place	Cambridge	generated-eclipsis
cana	cana.np	Cana	self	np. other	Cana	
chana	cana.np	Cana	mutation	np. other	Cana	generated-lenition
gana	cana.np	Cana	mutation	np. other	Cana	generated-eclipsis
canaan	canaan.np	Canaan	self	np. place	Canaan	
chanaan	canaan.np	Canaan	mutation	np. place	Canaan	generated-lenition
ganaan	canaan.np	Canaan	mutation	np. place	Canaan	generated-eclipsis
canaanite	canaanite.np	Canaanite	self	np. ethnonym	Canaanite	
canaaniteyn	canaanite.np	Canaanite	inflected	np. ethnonym	Canaanite	
chanaanite	canaanite.np	Canaanite	mutation	np. ethnonym	Canaanite	generated-lenition
ganaanite	canaanite.np	Canaanite	mutation	np. ethnonym	Canaanite	generated-eclipsis
canada	canada.np	Canada	self	np. place	Canada	
chanada	canada.np	Canada	mutation	np. place	Canada	generated-lenition
ganada	canada.np	Canada	mutation	np. place	Canada	generated-eclipsis
cannell	cannell.np	Cannell	self	np. other	Cannell	
channell	cannell.np	Cannell	mutation	np. other	Cannell	generated-lenition
gannell	cannell.np	Cannell	mutation	np. other	Cannell	generated-eclipsis
capernaum	capernaum.np	Capernaum	self	np. place	Capernaum	
chapernaum	capernaum.np	Capernaum	mutation	np. place	Capernaum	generated-lenition
gapernaum	capernaum.np	Capernaum	mutation	np. place	Capernaum	generated-eclipsis
carmel	carmel.np	Carmel	self	np. place	Carmel	
charmel	carmel.np	Carmel	mutation	np. place	Carmel	generated-lenition
garmel	carmel.np	Carmel	mutation	np. place	Carmel	generated-eclipsis
carmelite	carmelite.np	Carmelite	self	np. other	Carmelite	
charmelite	carmelite.np	Carmelite	mutation	np. other	Carmelite	generated-lenition
garmelite	carmelite.np	Carmelite	mutation	np. other	Carmelite	generated-eclipsis
carmi	carmi.np	Carmi	self	np. other	Carmi	
charmi	carmi.np	Carmi	mutation	np. other	Carmi	generated-lenition
garmi	carmi.np	Carmi	mutation	np. other	Carmi	generated-eclipsis
carnac	carnac.np	Carnac	self	np. other	Carnac	
charnac	carnac.np	Carnac	mutation	np. other	Carnac	generated-lenition
garnac	carnac.np	Carnac	mutation	np. other	Carnac	generated-eclipsis
caroline	caroline.np	Caroline	self	np. personal	Caroline	
charoline	caroline.np	Caroline	mutation	np. personal	Caroline	generated-lenition
garoline	caroline.np	Caroline	mutation	np. personal	Caroline	generated-eclipsis
cashin	cashin.np	Cashin	self	np. other	Cashin	
chashin	cashin.np	Cashin	mutation	np. other	Cashin	generated-lenition
gashin	cashin.np	Cashin	mutation	np. other	Cashin	generated-eclipsis
catalonish	catalonish.np	Catalonish	self	np. language	Catalonish	
chatalonish	catalonish.np	Catalonish	mutation	np. language	Catalonish	generated-lenition
gatalonish	catalonish.np	Catalonish	mutation	np. language	Catalonish	generated-eclipsis
catechism	catechism.np	Catechism	self	np. other	Catechism	
chatechism	catechism.np	Catechism	mutation	np. other	Catechism	generated-lenition
gatechism	catechism.np	Catechism	mutation	np. other	Catechism	generated-eclipsis
cathal	cathal.np	Cathal	self	np. other	Cathal	
chathal	cathal.np	Cathal	mutation	np. other	Cathal	generated-lenition
gathal	cathal.np	Cathal	mutation	np. other	Cathal	generated-eclipsis
catolee	catolee.np	Catolee	self	np. ethnonym	Catolee	
chatolee	catolee.np	Catolee	mutation	np. ethnonym	Catolee	generated-lenition
gatolee	catolee.np	Catolee	mutation	np. ethnonym	Catolee	generated-eclipsis
catreeney	catreeney.n	Catreeney	self	np. other	Catreeney	
chatreeney	catreeney.n	Catreeney	mutation	np. other	Catreeney	generated-lenition
cegb	cegb.np	Cegb	self	np. other	Cegb	
chegb	cegb.np	Cegb	mutation	np. other	Cegb	generated-lenition
gegb	cegb.np	Cegb	mutation	np. other	Cegb	generated-eclipsis
ceiltiagh	ceiltiagh.np	Ceiltiagh	self	np. ethnonym	Ceiltiagh	
cheiltiagh	ceiltiagh.np	Ceiltiagh	mutation	np. ethnonym	Ceiltiagh	generated-lenition
geiltiagh	ceiltiagh.np	Ceiltiagh	mutation	np. ethnonym	Ceiltiagh	generated-eclipsis
celtee	celtee.np	Celtee	self	np. ethnonym	Celtee	
cheltee	celtee.np	Celtee	mutation	np. ethnonym	Celtee	generated-lenition
geltee	celtee.np	Celtee	mutation	np. ethnonym	Celtee	generated-eclipsis
celtiagh	celtiagh.np	Celtiagh	self	np. ethnonym	Celtiagh	
celtiee	celtiagh.np	Celtiagh	inflected	np. ethnonym	Celtiagh	
cheltiagh	celtiagh.np	Celtiagh	mutation	np. ethnonym	Celtiagh	generated-lenition
geltiagh	celtiagh.np	Celtiagh	mutation	np. ethnonym	Celtiagh	generated-eclipsis
celtiaghys	celtiaghys.np	Celtiaghys	self	np. other	Celtiaghys	
cheltiaghys	celtiaghys.np	Celtiaghys	mutation	np. other	Celtiaghys	generated-lenition
geltiaghys	celtiaghys.np	Celtiaghys	mutation	np. other	Celtiaghys	generated-eclipsis
celtic	celtic.np	Celtic	self	np. other	Celtic	
cheltic	celtic.np	Celtic	mutation	np. other	Celtic	generated-lenition
geltic	celtic.np	Celtic	mutation	np. other	Celtic	generated-eclipsis
celtiee	celtiee.np	Celtiee	self	np. ethnonym	Celtiee	
cheltiee	celtiee.np	Celtiee	mutation	np. ethnonym	Celtiee	generated-lenition
geltiee	celtiee.np	Celtiee	mutation	np. ethnonym	Celtiee	generated-eclipsis
cephas	cephas.np	Cephas	self	np. other	Cephas	
chephas	cephas.np	Cephas	mutation	np. other	Cephas	generated-lenition
gephas	cephas.np	Cephas	mutation	np. other	Cephas	generated-eclipsis
cesar	caesar.np	Caesar	variant	np. personal	Cesar	
chesar	caesar.np	Caesar	mutation	np. personal	Cesar	generated-lenition
gesar	caesar.np	Caesar	mutation	np. personal	Cesar	generated-eclipsis
cesarea	cesarea.np	Cesarea	self	np. place	Cesarea	
chesarea	cesarea.np	Cesarea	mutation	np. place	Cesarea	generated-lenition
gesarea	cesarea.np	Cesarea	mutation	np. place	Cesarea	generated-eclipsis
chalse	chalse.np	Chalse	self	np. personal	Chalse	
halse	chalse.np	Chalse	mutation	np. personal	Chalse	generated-lenition
jalse	chalse.np	Chalse	mutation	np. personal	Chalse	generated-eclipsis
chanadey	chanadey.np	Chanadey	self	np. other	Chanadey	
hanadey	chanadey.np	Chanadey	mutation	np. other	Chanadey	generated-lenition
janadey	chanadey.np	Chanadey	mutation	np. other	Chanadey	generated-eclipsis
chareah	chareah.np	Chareah	self	np. other	Chareah	
hareah	chareah.np	Chareah	mutation	np. other	Chareah	generated-lenition
jareah	chareah.np	Chareah	mutation	np. other	Chareah	generated-eclipsis
charles	charles.np	Charles	self	np. personal	Charles	
harles	charles.np	Charles	mutation	np. personal	Charles	generated-lenition
jarles	charles.np	Charles	mutation	np. personal	Charles	generated-eclipsis
charlie	charlie.np	Charlie	self	np. other	Charlie	
harlie	charlie.np	Charlie	mutation	np. other	Charlie	generated-lenition
jarlie	charlie.np	Charlie	mutation	np. other	Charlie	generated-eclipsis
chebar	chebar.np	Chebar	self	np. other	Chebar	
hebar	chebar.np	Chebar	mutation	np. other	Chebar	generated-lenition
jebar	chebar.np	Chebar	mutation	np. other	Chebar	generated-eclipsis
chedorlaomer	chedorlaomer.np	Chedorlaomer	self	np. other	Chedorlaomer	
hedorlaomer	chedorlaomer.np	Chedorlaomer	mutation	np. other	Chedorlaomer	generated-lenition
jedorlaomer	chedorlaomer.np	Chedorlaomer	mutation	np. other	Chedorlaomer	generated-eclipsis
chelcias	chelcias.np	Chelcias	self	np. other	Chelcias	
helcias	chelcias.np	Chelcias	mutation	np. other	Chelcias	generated-lenition
jelcias	chelcias.np	Chelcias	mutation	np. other	Chelcias	generated-eclipsis
chemosh	chemosh.np	Chemosh	self	np. other	Chemosh	
hemosh	chemosh.np	Chemosh	mutation	np. other	Chemosh	generated-lenition
jemosh	chemosh.np	Chemosh	mutation	np. other	Chemosh	generated-eclipsis
chenaanah	chenaanah.np	Chenaanah	self	np. other	Chenaanah	
henaanah	chenaanah.np	Chenaanah	mutation	np. other	Chenaanah	generated-lenition
jenaanah	chenaanah.np	Chenaanah	mutation	np. other	Chenaanah	generated-eclipsis
cherethiteyn	cherethiteyn.np	Cherethiteyn	self	np. ethnonym	Cherethiteyn	
herethiteyn	cherethiteyn.np	Cherethiteyn	mutation	np. ethnonym	Cherethiteyn	generated-lenition
jerethiteyn	cherethiteyn.np	Cherethiteyn	mutation	np. ethnonym	Cherethiteyn	generated-eclipsis
chernobyl	chernobyl.np	Chernobyl	self	np. other	Chernobyl	
hernobyl	chernobyl.np	Chernobyl	mutation	np. other	Chernobyl	generated-lenition
jernobyl	chernobyl.np	Chernobyl	mutation	np. other	Chernobyl	generated-eclipsis
cheshaght obbree	cheshaght-obbree.np	Cheshaght-Obbree	self	np. ethnonym	Cheshaght-Obbree	
cheshaghtobbree	cheshaght-obbree.np	Cheshaght-Obbree	self	np. ethnonym	Cheshaght-Obbree	collapsed
cheshire	cheshire.np	Cheshire	self	np. place	Cheshire	
heshire	cheshire.np	Cheshire	mutation	np. place	Cheshire	generated-lenition
jeshire	cheshire.np	Cheshire	mutation	np. place	Cheshire	generated-eclipsis
chiarn shansyleyr	chiarn-shansyleyr.np	Chiarn-Shansyleyr	self	np. other	Chiarn-Shansyleyr	
chiarnshansyleyr	chiarn-shansyleyr.np	Chiarn-Shansyleyr	self	np. other	Chiarn-Shansyleyr	collapsed
chittim	chittim.np	Chittim	self	np. other	Chittim	
hittim	chittim.np	Chittim	mutation	np. other	Chittim	generated-lenition
jittim	chittim.np	Chittim	mutation	np. other	Chittim	generated-eclipsis
chleeree	chleeree.np	Chleeree	self	np. ethnonym	Chleeree	
hleeree	chleeree.np	Chleeree	mutation	np. ethnonym	Chleeree	generated-lenition
jleeree	chleeree.np	Chleeree	mutation	np. ethnonym	Chleeree	generated-eclipsis
chorazin	chorazin.np	Chorazin	self	np. other	Chorazin	
horazin	chorazin.np	Chorazin	mutation	np. other	Chorazin	generated-lenition
jorazin	chorazin.np	Chorazin	mutation	np. other	Chorazin	generated-eclipsis
chorn	chorn.np	Chorn	self	np. other	Chorn	
horn	chorn.np	Chorn	mutation	np. other	Chorn	generated-lenition
jorn	chorn.np	Chorn	mutation	np. other	Chorn	generated-eclipsis
chreesteen	chreesteen.np	Chreesteen	self	np. other	Chreesteen	
hreesteen	chreesteen.np	Chreesteen	mutation	np. other	Chreesteen	generated-lenition
jreesteen	chreesteen.np	Chreesteen	mutation	np. other	Chreesteen	generated-eclipsis
chrieest	chrieest.np	Chrieest	self	np. other	Chrieest	
hrieest	chrieest.np	Chrieest	mutation	np. other	Chrieest	generated-lenition
jrieest	chrieest.np	Chrieest	mutation	np. other	Chrieest	generated-eclipsis
christian	christian.np	Christian	self	np. other	Christian	
hristian	christian.np	Christian	mutation	np. other	Christian	generated-lenition
jristian	christian.np	Christian	mutation	np. other	Christian	generated-eclipsis
christmas	christmas.np	Christmas	self	np. other	Christmas	
hristmas	christmas.np	Christmas	mutation	np. other	Christmas	generated-lenition
jristmas	christmas.np	Christmas	mutation	np. other	Christmas	generated-eclipsis
chrovan	chrovan.np	Chrovan	self	np. other	Chrovan	
hrovan	chrovan.np	Chrovan	mutation	np. other	Chrovan	generated-lenition
